Latitude (decimal degrees):	42.469
Longitude (decimal degrees):	12.739
Elevation (m):	943
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -15 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230418:2310,0.0,0.0,0.0,5.02,1.17,0.0
20230419:0010,0.0,0.0,0.0,4.74,1.17,0.0
20230419:0110,0.0,0.0,0.0,4.3,1.17,0.0
20230419:0210,0.0,0.0,0.0,3.72,1.24,0.0
20230419:0310,0.0,0.0,0.0,3.52,1.31,0.0
20230419:0410,0.0,0.0,0.0,3.26,1.31,0.0
20230419:0510,66.47,107.97,7.89,3.47,1.24,0.0
20230419:0610,237.76,290.61,18.92,5.34,1.1,0.0
20230419:0710,395.65,473.01,29.88,7.89,1.1,0.0
20230419:0810,615.46,762.69,40.32,10.07,0.69,0.0
20230419:0910,603.47,768.68,49.53,12.22,0.07,0.0
20230419:1010,479.64,599.19,56.26,13.84,0.76,0.0
20230419:1110,292.5,365.37,58.71,14.74,1.03,0.0
20230419:1210,324.13,403.54,55.93,15.37,1.52,0.0
20230419:1310,619.79,772.37,48.98,14.99,2.07,0.0
20230419:1410,326.97,402.6,39.66,13.66,1.79,0.0
20230419:1510,238.52,301.78,29.17,12.51,1.66,0.0
20230419:1610,96.32,135.61,18.2,11.96,1.03,0.0
20230419:1710,21.24,38.96,7.17,11.28,0.69,0.0
20230419:1810,0.0,0.0,0.0,10.62,0.76,0.0
20230419:1910,0.0,0.0,0.0,9.43,0.62,0.0
20230419:2010,0.0,0.0,0.0,8.4,0.9,0.0
20230419:2110,0.0,0.0,0.0,7.69,0.97,0.0
20230419:2210,0.0,0.0,0.0,7.46,0.97,0.0
20230419:2310,0.0,0.0,0.0,7.11,0.97,0.0
20230420:0010,0.0,0.0,0.0,6.95,0.9,0.0
20230420:0110,0.0,0.0,0.0,6.26,1.03,0.0
20230420:0210,0.0,0.0,0.0,6.4,0.9,0.0
20230420:0310,0.0,0.0,0.0,6.26,0.9,0.0
20230420:0410,0.0,0.0,0.0,6.16,0.9,0.0
20230420:0510,48.76,79.15,8.16,6.26,0.9,0.0
20230420:0610,190.14,237.87,19.19,7.94,0.62,0.0
20230420:0710,335.89,407.3,30.15,9.58,0.55,0.0
20230420:0810,482.42,590.42,40.61,10.99,0.83,0.0
20230420:0910,514.61,635.4,49.85,12.08,1.03,0.0
20230420:1010,505.01,627.17,56.6,13.15,1.1,0.0
20230420:1110,485.53,604.61,59.06,13.89,1.1,0.0
20230420:1210,613.32,774.76,56.23,14.58,1.24,0.0
20230420:1310,561.96,701.78,49.24,14.5,1.38,0.0
20230420:1410,419.28,519.08,39.87,13.76,1.1,0.0
20230420:1510,220.73,281.67,29.36,13.79,1.03,0.0
20230420:1610,76.13,107.77,18.38,13.08,1.17,0.0
20230420:1710,0.15,6.06,7.36,12.1,0.83,0.0
20230420:1810,0.0,0.0,0.0,11.09,0.34,0.0
20230420:1910,0.0,0.0,0.0,10.85,0.48,0.0
20230420:2010,0.0,0.0,0.0,10.31,0.62,0.0
20230420:2110,0.0,0.0,0.0,9.56,0.76,0.0
20230420:2210,0.0,0.0,0.0,8.39,0.9,0.0
20230420:2310,0.0,0.0,0.0,7.3,1.03,0.0
20230421:0010,0.0,0.0,0.0,5.9,1.24,0.0
20230421:0110,0.0,0.0,0.0,5.57,1.24,0.0
20230421:0210,0.0,0.0,0.0,4.96,1.24,0.0
20230421:0310,0.0,0.0,0.0,4.93,1.31,0.0
20230421:0410,0.0,0.0,0.0,4.69,1.38,0.0
20230421:0510,68.12,109.27,8.42,4.92,1.31,0.0
20230421:0610,296.86,365.74,19.45,7.72,0.97,0.0
20230421:0710,475.24,583.78,30.42,11.44,0.62,0.0
20230421:0810,547.95,689.92,40.9,13.53,0.34,0.0
20230421:0910,559.09,714.14,50.16,14.96,0.28,0.0
20230421:1010,527.99,672.53,56.94,15.39,0.41,0.0
20230421:1110,516.87,655.44,59.4,15.61,0.69,0.0
20230421:1210,400.45,501.9,56.53,16.08,1.03,0.0
20230421:1310,327.8,409.99,49.48,16.14,1.24,0.0
20230421:1410,370.43,461.78,40.09,15.98,1.45,0.0
20230421:1510,205.75,264.23,29.55,15.57,1.45,0.0
20230421:1610,94.07,133.09,18.56,14.89,1.1,0.0
20230421:1710,4.39,14.72,7.54,14.26,0.62,0.0
20230421:1810,0.0,0.0,0.0,13.36,0.41,0.0
20230421:1910,0.0,0.0,0.0,12.94,0.55,0.0
20230421:2010,0.0,0.0,0.0,11.12,0.97,0.0
20230421:2110,0.0,0.0,0.0,9.39,1.1,0.0
20230421:2210,0.0,0.0,0.0,7.86,1.31,0.0
20230421:2310,0.0,0.0,0.0,6.37,1.38,0.0
20230422:0010,0.0,0.0,0.0,5.58,1.45,0.0
20230422:0110,0.0,0.0,0.0,5.14,1.38,0.0
20230422:0210,0.0,0.0,0.0,4.92,1.45,0.0
20230422:0310,0.0,0.0,0.0,4.71,1.52,0.0
20230422:0410,0.0,0.0,0.0,4.46,1.52,0.0
20230422:0510,68.92,109.56,8.69,4.64,1.45,0.0
20230422:0610,301.18,369.7,19.72,7.21,1.1,0.0
20230422:0710,497.32,610.85,30.69,11.41,0.76,0.0
20230422:0810,648.61,832.14,41.18,14.0,0.34,0.0
20230422:0910,743.92,987.45,50.47,15.71,0.34,0.0
20230422:1010,786.89,1047.43,57.27,16.96,0.9,0.0
20230422:1110,773.35,1020.68,59.73,17.82,1.31,0.0
20230422:1210,768.87,1006.36,56.82,18.33,1.66,0.0
20230422:1310,662.0,847.1,49.73,18.56,1.86,0.0
20230422:1410,490.85,619.04,40.29,18.45,1.86,0.0
20230422:1510,274.24,359.96,29.74,18.09,1.93,0.0
20230422:1610,94.66,135.3,18.75,17.35,1.59,0.0
20230422:1710,23.93,43.29,7.73,16.19,1.1,0.0
20230422:1810,0.0,0.0,0.0,14.65,0.76,0.0
20230422:1910,0.0,0.0,0.0,13.1,0.9,0.0
20230422:2010,0.0,0.0,0.0,12.59,0.83,0.0
20230422:2110,0.0,0.0,0.0,12.06,0.76,0.0
20230422:2210,0.0,0.0,0.0,11.43,0.83,0.0
20230422:2310,0.0,0.0,0.0,10.83,0.97,0.0
20230423:0010,0.0,0.0,0.0,10.27,1.03,0.0
20230423:0110,0.0,0.0,0.0,9.97,1.03,0.0
20230423:0210,0.0,0.0,0.0,9.44,1.1,0.0
20230423:0310,0.0,0.0,0.0,9.29,1.1,0.0
20230423:0410,0.0,0.0,0.0,9.42,1.03,0.0
20230423:0510,60.17,96.8,8.95,9.32,1.03,0.0
20230423:0610,271.85,341.21,19.97,10.96,0.48,0.0
20230423:0710,470.27,582.95,30.95,13.14,0.55,0.0
20230423:0810,597.43,752.59,41.45,14.57,0.97,0.0
20230423:0910,760.63,987.35,50.77,15.82,1.31,0.0
20230423:1010,767.29,995.2,57.61,16.85,1.79,0.0
20230423:1110,825.24,1076.57,60.07,17.62,2.21,0.0
20230423:1210,760.32,975.24,57.12,17.98,2.55,0.0
20230423:1310,387.41,482.39,49.97,17.88,2.69,0.0
20230423:1410,273.33,342.58,40.5,17.38,2.83,0.0
20230423:1510,262.17,338.47,29.93,16.71,2.69,0.0
20230423:1610,78.03,140.41,18.93,15.87,2.07,0.0
20230423:1710,24.78,44.16,7.92,14.76,1.59,0.0
20230423:1810,0.0,0.0,0.0,13.31,1.38,0.0
20230423:1910,0.0,0.0,0.0,11.72,1.59,0.0
20230423:2010,0.0,0.0,0.0,10.4,1.66,0.0
20230423:2110,0.0,0.0,0.0,9.72,1.72,0.0
20230423:2210,0.0,0.0,0.0,9.37,1.86,0.0
20230423:2310,0.0,0.0,0.0,9.28,1.93,0.0
20230424:0010,0.0,0.0,0.0,8.98,1.93,0.0
20230424:0110,0.0,0.0,0.0,8.59,1.86,0.0
20230424:0210,0.0,0.0,0.0,8.44,1.93,0.0
20230424:0310,0.0,0.0,0.0,9.14,1.93,0.0
20230424:0410,0.0,0.0,0.0,9.42,1.86,0.0
20230424:0510,1.53,9.22,9.2,9.58,1.66,0.0
20230424:0610,10.46,23.96,20.23,10.13,1.38,0.0
20230424:0710,79.15,108.75,31.21,9.69,1.45,0.0
20230424:0810,278.07,338.43,41.73,10.13,1.45,0.0
20230424:0910,161.69,204.61,51.07,11.09,2.14,0.0
20230424:1010,246.8,304.23,57.93,11.59,1.93,0.0
20230424:1110,259.79,323.1,60.4,13.55,1.52,0.0
20230424:1210,46.79,71.89,57.41,14.38,1.45,0.0
20230424:1310,40.86,64.52,50.21,14.22,1.66,0.0
20230424:1410,170.56,218.55,40.7,14.78,1.79,0.0
20230424:1510,219.71,278.88,30.12,13.24,1.38,0.0
20230424:1610,98.19,148.86,19.11,12.71,1.45,0.0
20230424:1710,25.83,45.02,8.1,11.76,1.03,0.0
20230424:1810,0.0,0.0,0.0,10.82,0.97,0.0
20230424:1910,0.0,0.0,0.0,9.91,0.9,0.0
20230424:2010,0.0,0.0,0.0,8.83,1.1,0.0
20230424:2110,0.0,0.0,0.0,7.84,1.17,0.0
20230424:2210,0.0,0.0,0.0,7.26,1.24,0.0
20230424:2310,0.0,0.0,0.0,6.4,1.31,0.0
20230425:0010,0.0,0.0,0.0,6.07,1.31,0.0
20230425:0110,0.0,0.0,0.0,5.64,1.31,0.0
20230425:0210,0.0,0.0,0.0,5.45,1.31,0.0
20230425:0310,0.0,0.0,0.0,5.22,1.38,0.0
20230425:0410,0.0,0.0,0.0,5.4,1.38,0.0
20230425:0510,79.78,126.38,9.45,6.43,1.24,0.0
20230425:0610,304.62,376.64,20.47,8.52,0.83,0.0
20230425:0710,388.4,471.07,31.46,10.67,1.03,0.0
20230425:0810,616.38,758.8,42.0,11.82,1.66,0.0
20230425:0910,751.56,944.62,51.36,12.97,2.07,0.0
20230425:1010,251.84,311.97,58.26,13.49,2.55,0.0
20230425:1110,407.26,497.19,60.72,13.47,2.76,0.0
20230425:1210,166.91,212.9,57.69,13.94,2.76,0.0
20230425:1310,606.57,743.57,50.45,13.89,2.97,0.0
20230425:1410,329.74,403.39,40.91,14.02,3.31,0.0
20230425:1510,239.57,302.3,30.3,13.43,2.97,0.0
20230425:1610,86.97,144.61,19.29,12.84,2.21,0.0
20230425:1710,21.85,39.83,8.29,11.9,2.0,0.0
20230425:1810,0.0,0.0,0.0,11.04,0.97,0.0
20230425:1910,0.0,0.0,0.0,10.7,0.28,0.0
20230425:2010,0.0,0.0,0.0,10.02,0.21,0.0
20230425:2110,0.0,0.0,0.0,9.28,0.69,0.0
20230425:2210,0.0,0.0,0.0,7.25,1.1,0.0
20230425:2310,0.0,0.0,0.0,6.05,1.38,0.0
20230426:0010,0.0,0.0,0.0,5.2,1.38,0.0
20230426:0110,0.0,0.0,0.0,4.4,1.38,0.0
20230426:0210,0.0,0.0,0.0,3.66,1.52,0.0
20230426:0310,0.0,0.0,0.0,3.19,1.59,0.0
20230426:0410,0.0,0.0,0.0,2.93,1.66,0.0
20230426:0510,90.68,141.1,9.7,3.14,1.59,0.0
20230426:0610,322.91,393.55,20.72,6.34,1.31,0.0
20230426:0710,531.79,643.16,31.71,8.93,1.24,0.0
20230426:0810,685.52,858.73,42.26,11.21,1.03,0.0
20230426:0910,784.91,1013.8,51.65,13.09,1.1,0.0
20230426:1010,812.23,1074.23,58.58,14.44,0.83,0.0
20230426:1110,758.98,1007.67,61.05,15.27,0.48,0.0
20230426:1210,595.66,764.43,57.98,16.16,0.76,0.0
20230426:1310,560.66,709.98,50.68,16.63,1.24,0.0
20230426:1410,480.61,602.66,41.11,16.69,1.59,0.0
20230426:1510,293.42,385.27,30.48,16.37,1.66,0.0
20230426:1610,78.3,143.21,19.47,15.63,1.66,0.0
20230426:1710,21.53,39.83,8.47,14.54,1.38,0.0
20230426:1810,0.0,0.0,0.0,13.0,0.69,0.0
20230426:1910,0.0,0.0,0.0,12.65,0.28,0.0
20230426:2010,0.0,0.0,0.0,11.59,0.69,0.0
20230426:2110,0.0,0.0,0.0,10.46,0.9,0.0
20230426:2210,0.0,0.0,0.0,8.94,1.1,0.0
20230426:2310,0.0,0.0,0.0,8.12,1.17,0.0
20230427:0010,0.0,0.0,0.0,7.7,1.17,0.0
20230427:0110,0.0,0.0,0.0,7.11,1.17,0.0
20230427:0210,0.0,0.0,0.0,6.44,1.24,0.0
20230427:0310,0.0,0.0,0.0,5.72,1.38,0.0
20230427:0410,0.0,0.0,0.0,5.03,1.45,0.0
20230427:0510,88.16,137.11,9.95,4.9,1.38,0.0
20230427:0610,307.98,381.39,20.96,8.51,0.55,0.0
20230427:0710,501.11,623.76,31.96,12.12,0.21,0.0
20230427:0810,654.37,838.5,42.52,13.82,0.41,0.0
20230427:0910,756.35,989.13,51.94,15.09,0.83,0.0
20230427:1010,742.37,968.3,58.89,16.1,1.17,0.0
20230427:1110,780.19,1019.29,61.37,16.88,1.59,0.0
20230427:1210,680.45,871.95,58.26,17.27,1.79,0.0
20230427:1310,632.5,802.97,50.91,17.3,1.72,0.0
20230427:1410,362.57,452.5,41.31,17.08,2.07,0.0
20230427:1510,290.54,380.72,30.66,16.56,2.14,0.0
20230427:1610,103.29,145.38,19.64,15.64,1.93,0.0
20230427:1710,27.49,47.62,8.65,14.33,1.45,0.0
20230427:1810,0.0,0.0,0.0,13.11,0.76,0.0
20230427:1910,0.0,0.0,0.0,11.95,0.76,0.0
20230427:2010,0.0,0.0,0.0,11.96,0.55,0.0
20230427:2110,0.0,0.0,0.0,11.43,0.62,0.0
20230427:2210,0.0,0.0,0.0,10.47,0.9,0.0
20230427:2310,0.0,0.0,0.0,9.03,1.1,0.0
20230428:0010,0.0,0.0,0.0,8.2,1.17,0.0
20230428:0110,0.0,0.0,0.0,7.6,1.24,0.0
20230428:0210,0.0,0.0,0.0,7.17,1.24,0.0
20230428:0310,0.0,0.0,0.0,7.0,1.31,0.0
20230428:0410,0.0,0.0,0.0,6.88,1.31,0.0
20230428:0510,91.0,142.41,10.18,6.7,1.31,0.0
20230428:0610,300.76,373.92,21.19,9.4,0.55,0.0
20230428:0710,500.28,623.08,32.2,12.75,0.34,0.0
20230428:0810,659.32,837.51,42.77,14.39,0.97,0.0
20230428:0910,759.99,976.12,52.22,15.52,1.72,0.0
20230428:1010,818.76,1058.21,59.2,16.4,2.28,0.0
20230428:1110,825.04,1066.92,61.68,17.0,2.48,0.0
20230428:1210,753.15,961.29,58.53,17.24,2.55,0.0
20230428:1310,666.3,839.5,51.14,17.28,2.48,0.0
20230428:1410,434.39,540.24,41.5,16.97,2.41,0.0
20230428:1510,280.87,366.15,30.84,16.45,2.34,0.0
20230428:1610,81.98,143.48,19.82,15.55,2.0,0.0
20230428:1710,24.82,44.16,8.83,14.4,1.45,0.0
20230428:1810,0.0,0.0,0.0,13.37,1.03,0.0
20230428:1910,0.0,0.0,0.0,11.93,0.97,0.0
20230428:2010,0.0,0.0,0.0,11.15,0.83,0.0
20230428:2110,0.0,0.0,0.0,10.67,0.83,0.0
20230428:2210,0.0,0.0,0.0,10.43,0.83,0.0
20230428:2310,0.0,0.0,0.0,10.36,0.9,0.0
20230429:0010,0.0,0.0,0.0,10.06,0.9,0.0
20230429:0110,0.0,0.0,0.0,9.74,0.97,0.0
20230429:0210,0.0,0.0,0.0,9.36,1.03,0.0
20230429:0310,0.0,0.0,0.0,8.94,1.1,0.0
20230429:0410,0.0,0.0,0.0,8.51,1.17,0.0
20230429:0510,49.64,76.96,10.42,8.52,1.17,0.0
20230429:0610,244.64,307.5,21.42,11.49,0.55,0.0
20230429:0710,263.84,327.82,32.43,13.84,0.9,0.0
20230429:0810,635.18,802.11,43.02,15.11,1.24,0.0
20230429:0910,629.82,797.07,52.49,16.1,1.66,0.0
20230429:1010,325.67,406.47,59.51,15.88,1.52,0.0
20230429:1110,328.96,411.73,61.99,16.19,1.38,0.0
20230429:1210,73.52,105.07,58.81,16.43,1.45,0.0
20230429:1310,206.69,263.25,51.37,16.21,1.45,0.0
20230429:1410,68.9,99.54,41.7,16.63,1.72,0.0
20230429:1510,153.01,199.99,31.02,16.44,1.72,0.0
20230429:1610,75.52,107.95,19.99,16.13,1.52,0.0
20230429:1710,27.99,48.48,9.01,15.41,1.17,0.0
20230429:1810,0.0,0.0,0.0,14.44,0.9,0.0
20230429:1910,0.0,0.0,0.0,13.2,0.9,0.0
20230429:2010,0.0,0.0,0.0,12.53,0.62,0.0
20230429:2110,0.0,0.0,0.0,12.5,0.07,0.0
20230429:2210,0.0,0.0,0.0,12.09,0.34,0.0
20230429:2310,0.0,0.0,0.0,11.61,0.55,0.0
20230430:0010,0.0,0.0,0.0,10.48,0.83,0.0
20230430:0110,0.0,0.0,0.0,9.98,0.9,0.0
20230430:0210,0.0,0.0,0.0,9.59,1.03,0.0
20230430:0310,0.0,0.0,0.0,9.86,1.1,0.0
20230430:0410,0.0,0.0,0.0,9.76,1.17,0.0
20230430:0510,42.31,67.11,10.65,9.99,1.1,0.0
20230430:0610,143.3,185.34,21.65,11.74,0.9,0.0
20230430:0710,209.64,264.01,32.66,13.94,0.83,0.0
20230430:0810,417.47,520.17,43.26,14.79,0.62,0.0
20230430:0910,248.1,314.45,52.76,16.33,0.69,0.0
20230430:1010,171.73,223.04,59.81,16.88,0.69,0.0
20230430:1110,205.63,263.88,62.3,16.59,0.48,0.0
20230430:1210,170.51,220.27,59.08,15.49,0.62,0.0
20230430:1310,98.0,133.64,51.59,14.62,0.48,0.0
20230430:1410,61.07,89.4,41.89,14.22,0.14,0.0
20230430:1510,34.15,56.22,31.2,14.33,0.07,0.0
20230430:1610,17.33,34.1,20.17,14.19,0.07,0.0
20230430:1710,17.12,33.77,9.19,13.84,0.28,0.0
20230430:1810,0.0,0.0,0.0,13.44,0.41,0.0
20230430:1910,0.0,0.0,0.0,12.6,0.21,0.0
20230430:2010,0.0,0.0,0.0,12.41,0.55,0.0
20230430:2110,0.0,0.0,0.0,12.34,0.55,0.0
20230430:2210,0.0,0.0,0.0,12.1,0.69,0.0
20230430:2310,0.0,0.0,0.0,11.97,0.76,0.0
20230501:0010,0.0,0.0,0.0,11.81,0.76,0.0
20230501:0110,0.0,0.0,0.0,11.56,0.97,0.0
20230501:0210,0.0,0.0,0.0,11.48,1.03,0.0
20230501:0310,0.0,0.0,0.0,11.3,1.03,0.0
20230501:0410,0.0,0.0,0.0,11.11,1.03,0.0
20230501:0510,54.77,84.51,10.87,11.0,0.97,0.0
20230501:0610,77.25,107.28,21.87,11.1,0.97,0.0
20230501:0710,85.56,117.97,32.89,13.11,0.97,0.0
20230501:0810,253.69,316.21,43.5,13.59,0.9,0.0
20230501:0910,211.95,267.49,53.02,13.98,0.97,0.0
20230501:1010,261.2,326.66,60.1,14.01,0.9,0.0
20230501:1110,256.78,321.6,62.6,14.01,0.83,0.0
20230501:1210,269.26,336.48,59.34,13.85,0.76,0.0
20230501:1310,144.44,188.02,51.81,14.15,0.76,0.0
20230501:1410,108.41,145.62,42.08,14.15,0.62,0.0
20230501:1510,163.62,210.92,31.37,13.65,0.76,0.0
20230501:1610,62.12,90.32,20.34,13.54,0.69,0.0
20230501:1710,16.54,32.9,9.37,13.35,0.55,0.0
20230501:1810,0.0,0.0,0.0,12.84,0.62,0.0
20230501:1910,0.0,0.0,0.0,12.13,0.14,0.0
20230501:2010,0.0,0.0,0.0,11.97,0.14,0.0
20230501:2110,0.0,0.0,0.0,11.79,0.21,0.0
20230501:2210,0.0,0.0,0.0,11.58,0.28,0.0
20230501:2310,0.0,0.0,0.0,11.49,0.07,0.0
20230502:0010,0.0,0.0,0.0,11.01,0.28,0.0
20230502:0110,0.0,0.0,0.0,10.57,0.48,0.0
20230502:0210,0.0,0.0,0.0,10.23,0.62,0.0
20230502:0310,0.0,0.0,0.0,9.91,0.62,0.0
20230502:0410,0.0,0.0,0.0,9.72,0.62,0.0
20230502:0510,5.65,16.59,11.09,10.03,0.55,0.0
20230502:0610,85.52,116.85,22.09,10.71,0.76,0.0
20230502:0710,0.0,0.0,0.0,11.83,0.14,0.0
20230502:0810,361.54,446.28,43.74,12.86,0.55,0.0
20230502:0910,414.31,514.63,53.28,13.64,0.69,0.0
20230502:1010,349.55,437.2,60.39,15.24,0.83,0.0
20230502:1110,228.29,289.97,62.9,16.15,0.97,0.0
20230502:1210,238.1,301.58,59.61,15.92,0.9,0.0
20230502:1310,154.42,200.92,52.03,15.61,0.97,0.0
20230502:1410,198.05,251.6,42.27,14.4,0.83,0.0
20230502:1510,27.77,47.93,31.55,13.86,0.62,0.0
20230502:1610,103.13,142.65,20.51,13.4,0.41,0.0
20230502:1710,33.74,55.41,9.55,13.08,0.34,0.0
20230502:1810,0.0,0.0,0.0,12.71,0.21,0.0
20230502:1910,0.0,0.0,0.0,12.24,0.28,0.0
20230502:2010,0.0,0.0,0.0,10.95,0.76,0.0
20230502:2110,0.0,0.0,0.0,9.8,0.97,0.0
20230502:2210,0.0,0.0,0.0,10.11,0.97,0.0
20230502:2310,0.0,0.0,0.0,10.13,1.03,0.0
20230503:0010,0.0,0.0,0.0,10.34,1.17,0.0
20230503:0110,0.0,0.0,0.0,10.2,1.24,0.0
20230503:0210,0.0,0.0,0.0,9.97,1.31,0.0
20230503:0310,0.0,0.0,0.0,9.93,1.31,0.0
20230503:0410,0.0,0.0,0.0,9.92,1.38,0.0
20230503:0510,35.52,57.48,11.31,10.46,1.59,0.0
20230503:0610,155.2,198.21,22.3,11.26,1.86,0.0
20230503:0710,374.05,456.48,33.32,12.53,1.38,0.0
20230503:0810,544.16,676.08,43.96,14.43,1.45,0.0
20230503:0910,256.36,322.01,53.54,15.86,1.59,0.0
20230503:1010,322.06,403.36,60.68,16.8,1.72,0.0
20230503:1110,359.45,449.99,63.2,17.39,2.0,0.0
20230503:1210,136.42,180.64,59.87,17.73,2.07,0.0
20230503:1310,236.9,299.8,52.25,17.25,2.21,0.0
20230503:1410,217.42,276.43,42.45,17.19,2.14,0.0
20230503:1510,140.03,183.85,31.72,15.89,1.79,0.0
20230503:1610,108.23,157.34,20.68,15.52,1.52,0.0
20230503:1710,30.11,51.08,9.73,14.77,1.52,0.0
20230503:1810,0.0,0.0,0.0,13.73,1.52,0.0
20230503:1910,0.0,0.0,0.0,12.57,1.31,0.0
20230503:2010,0.0,0.0,0.0,11.14,1.24,0.0
20230503:2110,0.0,0.0,0.0,9.83,1.24,0.0
20230503:2210,0.0,0.0,0.0,8.89,1.38,0.0
20230503:2310,0.0,0.0,0.0,8.25,1.38,0.0
20230504:0010,0.0,0.0,0.0,7.83,1.45,0.0
20230504:0110,0.0,0.0,0.0,7.44,1.45,0.0
20230504:0210,0.0,0.0,0.0,7.13,1.45,0.0
20230504:0310,0.0,0.0,0.0,6.83,1.52,0.0
20230504:0410,0.0,0.0,0.0,6.67,1.52,0.0
20230504:0510,94.35,143.58,11.52,7.27,1.38,0.0
20230504:0610,312.86,387.17,22.5,9.7,1.17,0.0
20230504:0710,506.68,621.52,33.53,12.44,1.31,0.0
20230504:0810,657.52,825.23,44.19,14.36,1.59,0.0
20230504:0910,736.45,940.0,53.78,16.01,2.0,0.0
20230504:1010,719.64,928.58,60.96,17.2,1.79,0.0
20230504:1110,671.2,868.11,63.49,18.21,1.59,0.0
20230504:1210,363.09,459.55,60.12,18.69,1.38,0.0
20230504:1310,161.03,211.98,52.46,19.22,1.17,0.0
20230504:1410,264.51,338.02,42.64,19.04,1.03,0.0
20230504:1510,180.36,236.3,31.89,19.09,1.31,0.0
20230504:1610,83.74,119.15,20.85,18.49,1.24,0.0
20230504:1710,31.7,53.68,9.9,17.32,0.9,0.0
20230504:1810,0.0,0.0,0.0,15.55,0.76,0.0
20230504:1910,0.0,0.0,0.0,15.03,0.07,0.0
20230504:2010,0.0,0.0,0.0,14.17,0.62,0.0
20230504:2110,0.0,0.0,0.0,12.46,0.9,0.0
20230504:2210,0.0,0.0,0.0,11.06,1.03,0.0
20230504:2310,0.0,0.0,0.0,10.08,1.03,0.0
20230505:0010,0.0,0.0,0.0,9.14,1.1,0.0
20230505:0110,0.0,0.0,0.0,7.99,1.24,0.0
20230505:0210,0.0,0.0,0.0,7.09,1.31,0.0
20230505:0310,0.0,0.0,0.0,6.5,1.31,0.0
20230505:0410,0.0,0.0,0.0,6.04,1.31,0.0
20230505:0510,99.22,150.71,11.73,6.64,1.03,0.0
20230505:0610,320.67,400.67,22.71,10.75,0.62,0.0
20230505:0710,490.37,612.73,33.73,13.96,0.48,0.0
20230505:0810,623.68,799.83,44.4,16.03,0.69,0.0
20230505:0910,728.26,953.75,54.03,17.49,1.1,0.0
20230505:1010,796.87,1057.51,61.24,18.54,1.45,0.0
20230505:1110,803.69,1069.21,63.77,19.33,1.59,0.0
20230505:1210,732.1,959.23,60.37,19.88,1.72,0.0
20230505:1310,629.19,808.65,52.67,20.1,1.86,0.0
20230505:1410,474.53,602.83,42.82,20.05,1.93,0.0
20230505:1510,285.46,380.56,32.06,19.64,1.93,0.0
20230505:1610,85.88,149.58,21.02,18.94,1.59,0.0
20230505:1710,26.37,46.75,10.07,17.5,1.03,0.0
20230505:1810,0.0,0.0,0.0,16.12,0.83,0.0
20230505:1910,0.0,0.0,0.0,15.22,0.69,0.0
20230505:2010,0.0,0.0,0.0,14.6,0.62,0.0
20230505:2110,0.0,0.0,0.0,13.7,0.76,0.0
20230505:2210,0.0,0.0,0.0,13.26,0.76,0.0
20230505:2310,0.0,0.0,0.0,12.77,0.76,0.0
20230506:0010,0.0,0.0,0.0,12.09,0.9,0.0
20230506:0110,0.0,0.0,0.0,11.31,1.03,0.0
20230506:0210,0.0,0.0,0.0,10.78,1.1,0.0
20230506:0310,0.0,0.0,0.0,10.34,1.1,0.0
20230506:0410,0.0,0.0,0.0,10.03,1.17,0.0
20230506:0510,96.37,148.15,11.93,9.98,1.1,0.0
20230506:0610,279.05,352.2,22.9,12.74,0.41,0.0
20230506:0710,469.57,591.85,33.93,15.88,0.41,0.0
20230506:0810,615.99,794.92,44.62,17.48,0.69,0.0
20230506:0910,716.64,947.44,54.26,18.74,0.9,0.0
20230506:1010,764.26,1019.08,61.51,19.67,1.24,0.0
20230506:1110,776.03,1033.1,64.06,20.17,1.52,0.0
20230506:1210,702.75,919.63,60.62,20.49,1.72,0.0
20230506:1310,628.88,810.43,52.87,20.49,1.79,0.0
20230506:1410,480.73,612.4,43.0,20.4,1.86,0.0
20230506:1510,281.23,375.87,32.23,19.98,1.79,0.0
20230506:1610,79.92,145.76,21.18,19.36,1.45,0.0
20230506:1710,30.88,52.81,10.24,18.22,0.97,0.0
20230506:1810,0.0,0.0,0.0,16.94,0.9,0.0
20230506:1910,0.0,0.0,0.0,15.32,0.97,0.0
20230506:2010,0.0,0.0,0.0,14.32,0.9,0.0
20230506:2110,0.0,0.0,0.0,13.98,0.83,0.0
20230506:2210,0.0,0.0,0.0,13.83,0.69,0.0
20230506:2310,0.0,0.0,0.0,13.36,0.62,0.0
20230507:0010,0.0,0.0,0.0,12.94,0.69,0.0
20230507:0110,0.0,0.0,0.0,12.27,0.9,0.0
20230507:0210,0.0,0.0,0.0,11.26,1.03,0.0
20230507:0310,0.0,0.0,0.0,10.47,1.17,0.0
20230507:0410,0.0,0.0,0.0,9.92,1.31,0.0
20230507:0510,99.51,152.99,12.12,9.91,1.24,0.0
20230507:0610,304.81,385.09,23.09,13.18,0.62,0.0
20230507:0710,488.65,622.22,34.13,16.54,0.14,0.0
20230507:0810,631.83,822.85,44.82,18.14,0.55,0.0
20230507:0910,713.54,943.14,54.49,19.43,1.03,0.0
20230507:1010,740.0,982.74,61.77,20.3,1.38,0.0
20230507:1110,751.26,992.49,64.33,20.86,1.86,0.0
20230507:1210,717.61,936.4,60.87,21.03,2.14,0.0
